policy_id,policyholder_id,policy_type,coverage_amount,premium_amount,status,start_date,end_date,deductible,coverage_limits
POL_PH_000510_2,PH_000510,Auto,43.58,100,Cancelled,2025-01-21 20:57:36.611516,2026-01-21 20:57:36.611516,235.94,"{'per_incident': 34.86, 'annual': 43.58, 'lifetime': 87.16}"
POL_PH_000511_1,PH_000511,Auto,45.07,100,Active,2023-06-20 20:57:36.612513,2024-06-19 20:57:36.612513,1269.96,"{'per_incident': 36.06, 'annual': 45.07, 'lifetime': 90.14}"
POL_PH_000511_2,PH_000511,Auto,12.19,100,Inactive,2023-11-01 20:57:36.612513,2024-10-31 20:57:36.612513,1561.63,"{'per_incident': 9.75, 'annual': 12.19, 'lifetime': 24.38}"
POL_PH_000512_1,PH_000512,Life,149.95,100,Active,2022-10-24 20:57:36.612513,2023-10-24 20:57:36.612513,2883.39,"{'per_incident': 119.96, 'annual': 149.95, 'lifetime': 299.9}"
POL_PH_000513_1,PH_000513,Life,89.59,100,Active,2023-06-26 20:57:36.612513,2024-06-25 20:57:36.612513,3121.71,"{'per_incident': 71.67, 'annual': 89.59, 'lifetime': 179.18}"
POL_PH_000514_1,PH_000514,Auto,53.15,100,Active,2023-04-17 20:57:36.612513,2024-04-16 20:57:36.612513,3089.84,"{'per_incident': 42.52, 'annual': 53.15, 'lifetime': 106.3}"
POL_PH_000515_1,PH_000515,Home,45.98,100,Active,2024-03-31 20:57:36.612513,2025-03-31 20:57:36.612513,3146.58,"{'per_incident': 36.78, 'annual': 45.98, 'lifetime': 91.96}"
POL_PH_000515_2,PH_000515,Life,64.24,100,Active,2024-02-08 20:57:36.612513,2025-02-07 20:57:36.612513,2131.29,"{'per_incident': 51.39, 'annual': 64.24, 'lifetime': 128.48}"
POL_PH_000516_1,PH_000516,Health,35.09,100,Active,2023-05-30 20:57:36.612513,2024-05-29 20:57:36.612513,1869.7,"{'per_incident': 28.07, 'annual': 35.09, 'lifetime': 70.18}"
POL_PH_000517_1,PH_000517,Home,80.77,100,Active,2023-09-19 20:57:36.612513,2024-09-18 20:57:36.612513,4283.44,"{'per_incident': 64.62, 'annual': 80.77, 'lifetime': 161.54}"
POL_PH_000518_1,PH_000518,Home,44.03,100,Active,2023-12-28 20:57:36.612513,2024-12-27 20:57:36.612513,3246.78,"{'per_incident': 35.22, 'annual': 44.03, 'lifetime': 88.06}"
POL_PH_000519_1,PH_000519,Home,136.5,100,Active,2023-02-06 20:57:36.612513,2024-02-06 20:57:36.612513,3305.85,"{'per_incident': 109.2, 'annual': 136.5, 'lifetime': 273.0}"
POL_PH_000520_1,PH_000520,Auto,198.71,100,Active,2024-11-21 20:57:36.612513,2025-11-21 20:57:36.612513,1320.55,"{'per_incident': 158.97, 'annual': 198.71, 'lifetime': 397.42}"
POL_PH_000520_2,PH_000520,Health,180.54,100,Active,2024-11-12 20:57:36.612513,2025-11-12 20:57:36.612513,1852.71,"{'per_incident': 144.43, 'annual': 180.54, 'lifetime': 361.08}"
POL_PH_000521_1,PH_000521,Auto,105.82,100,Active,2023-04-29 20:57:36.612513,2024-04-28 20:57:36.612513,1910.06,"{'per_incident': 84.66, 'annual': 105.82, 'lifetime': 211.64}"
POL_PH_000522_1,PH_000522,Health,39.87,100,Active,2022-10-07 20:57:36.612513,2023-10-07 20:57:36.612513,343.79,"{'per_incident': 31.9, 'annual': 39.87, 'lifetime': 79.74}"
POL_PH_000522_2,PH_000522,Auto,23.6,100,Active,2023-12-18 20:57:36.612513,2024-12-17 20:57:36.612513,3044.13,"{'per_incident': 18.88, 'annual': 23.6, 'lifetime': 47.2}"
POL_PH_000523_1,PH_000523,Health,302.23,100,Active,2023-11-18 20:57:36.613511,2024-11-17 20:57:36.613511,2942.24,"{'per_incident': 241.78, 'annual': 302.23, 'lifetime': 604.46}"
POL_PH_000523_2,PH_000523,Disability,136.56,100,Active,2024-06-02 20:57:36.613511,2025-06-02 20:57:36.613511,3726.85,"{'per_incident': 109.25, 'annual': 136.56, 'lifetime': 273.12}"
POL_PH_000524_1,PH_000524,Health,133.19,100,Active,2024-07-06 20:57:36.613511,2025-07-06 20:57:36.613511,431.1,"{'per_incident': 106.55, 'annual': 133.19, 'lifetime': 266.38}"
POL_PH_000525_1,PH_000525,Home,27.55,100,Inactive,2024-06-18 20:57:36.613511,2025-06-18 20:57:36.613511,1375.07,"{'per_incident': 22.04, 'annual': 27.55, 'lifetime': 55.1}"
POL_PH_000526_1,PH_000526,Auto,49.07,100,Active,2024-01-04 20:57:36.613511,2025-01-03 20:57:36.613511,3259.15,"{'per_incident': 39.26, 'annual': 49.07, 'lifetime': 98.14}"
POL_PH_000526_2,PH_000526,Auto,88.73,100,Active,2023-09-14 20:57:36.613511,2024-09-13 20:57:36.613511,4683.19,"{'per_incident': 70.98, 'annual': 88.73, 'lifetime': 177.46}"
POL_PH_000527_1,PH_000527,Health,140.61,100,Active,2024-11-23 20:57:36.613511,2025-11-23 20:57:36.613511,2737.22,"{'per_incident': 112.49, 'annual': 140.61, 'lifetime': 281.22}"
POL_PH_000527_2,PH_000527,Disability,88.69,100,Active,2024-08-22 20:57:36.613511,2025-08-22 20:57:36.613511,4049.39,"{'per_incident': 70.95, 'annual': 88.69, 'lifetime': 177.38}"
POL_PH_000527_3,PH_000527,Auto,132.57,100,Active,2022-10-25 20:57:36.613511,2023-10-25 20:57:36.613511,2112.91,"{'per_incident': 106.06, 'annual': 132.57, 'lifetime': 265.14}"
POL_PH_000528_1,PH_000528,Auto,72.76,100,Cancelled,2023-10-31 20:57:36.613511,2024-10-30 20:57:36.613511,2705.23,"{'per_incident': 58.21, 'annual': 72.76, 'lifetime': 145.52}"
POL_PH_000529_1,PH_000529,Auto,146.17,100,Active,2024-12-28 20:57:36.613511,2025-12-28 20:57:36.613511,114.38,"{'per_incident': 116.94, 'annual': 146.17, 'lifetime': 292.34}"
POL_PH_000530_1,PH_000530,Auto,232.79,100,Active,2023-08-31 20:57:36.613511,2024-08-30 20:57:36.613511,1503.91,"{'per_incident': 186.23, 'annual': 232.79, 'lifetime': 465.58}"
POL_PH_000531_1,PH_000531,Auto,26.68,100,Inactive,2022-12-12 20:57:36.613511,2023-12-12 20:57:36.613511,1249.62,"{'per_incident': 21.34, 'annual': 26.68, 'lifetime': 53.36}"
POL_PH_000531_2,PH_000531,Home,36.9,100,Active,2023-04-20 20:57:36.613511,2024-04-19 20:57:36.613511,2179.93,"{'per_incident': 29.52, 'annual': 36.9, 'lifetime': 73.8}"
POL_PH_000532_1,PH_000532,Auto,135.99,100,Active,2024-01-14 20:57:36.613511,2025-01-13 20:57:36.613511,4681.65,"{'per_incident': 108.79, 'annual': 135.99, 'lifetime': 271.98}"
POL_PH_000533_1,PH_000533,Disability,123.64,100,Active,2023-04-09 20:57:36.613511,2024-04-08 20:57:36.613511,1660.72,"{'per_incident': 98.91, 'annual': 123.64, 'lifetime': 247.28}"
POL_PH_000534_1,PH_000534,Home,61.15,100,Active,2025-07-26 20:57:36.613511,2026-07-26 20:57:36.613511,1712.97,"{'per_incident': 48.92, 'annual': 61.15, 'lifetime': 122.3}"
POL_PH_000535_1,PH_000535,Disability,30.59,100,Active,2025-01-15 20:57:36.614515,2026-01-15 20:57:36.614515,2994.16,"{'per_incident': 24.47, 'annual': 30.59, 'lifetime': 61.18}"
POL_PH_000535_2,PH_000535,Auto,58.39,100,Active,2025-07-01 20:57:36.614515,2026-07-01 20:57:36.614515,919.02,"{'per_incident': 46.71, 'annual': 58.39, 'lifetime': 116.78}"
POL_PH_000535_3,PH_000535,Life,111.84,100,Active,2023-07-03 20:57:36.614515,2024-07-02 20:57:36.614515,652.0,"{'per_incident': 89.47, 'annual': 111.84, 'lifetime': 223.68}"
POL_PH_000536_1,PH_000536,Auto,31.98,100,Active,2024-10-28 20:57:36.614515,2025-10-28 20:57:36.614515,3204.24,"{'per_incident': 25.58, 'annual': 31.98, 'lifetime': 63.96}"
POL_PH_000537_1,PH_000537,Auto,11.23,100,Active,2025-05-05 20:57:36.614515,2026-05-05 20:57:36.614515,1785.17,"{'per_incident': 8.98, 'annual': 11.23, 'lifetime': 22.46}"
POL_PH_000537_2,PH_000537,Home,50.93,100,Active,2025-04-28 20:57:36.614515,2026-04-28 20:57:36.614515,1311.27,"{'per_incident': 40.74, 'annual': 50.93, 'lifetime': 101.86}"
POL_PH_000538_1,PH_000538,Auto,187.13,100,Active,2024-07-08 20:57:36.614515,2025-07-08 20:57:36.614515,359.95,"{'per_incident': 149.7, 'annual': 187.13, 'lifetime': 374.26}"
POL_PH_000538_2,PH_000538,Auto,444.21,100,Active,2024-02-22 20:57:36.614515,2025-02-21 20:57:36.614515,2201.26,"{'per_incident': 355.37, 'annual': 444.21, 'lifetime': 888.42}"
POL_PH_000539_1,PH_000539,Health,109.98,100,Active,2024-09-26 20:57:36.614515,2025-09-26 20:57:36.614515,2151.5,"{'per_incident': 87.98, 'annual': 109.98, 'lifetime': 219.96}"
POL_PH_000539_2,PH_000539,Auto,76.08,100,Active,2024-01-13 20:57:36.614515,2025-01-12 20:57:36.614515,4050.27,"{'per_incident': 60.86, 'annual': 76.08, 'lifetime': 152.16}"
POL_PH_000540_1,PH_000540,Home,184.04,100,Active,2024-03-26 20:57:36.614515,2025-03-26 20:57:36.614515,2426.97,"{'per_incident': 147.23, 'annual': 184.04, 'lifetime': 368.08}"
POL_PH_000541_1,PH_000541,Disability,242.88,100,Active,2024-10-26 20:57:36.614515,2025-10-26 20:57:36.614515,4413.79,"{'per_incident': 194.3, 'annual': 242.88, 'lifetime': 485.76}"
POL_PH_000541_2,PH_000541,Disability,226.52,100,Active,2025-04-16 20:57:36.615514,2026-04-16 20:57:36.615514,1502.4,"{'per_incident': 181.22, 'annual': 226.52, 'lifetime': 453.04}"
POL_PH_000542_1,PH_000542,Health,47.0,100,Inactive,2023-12-26 20:57:36.615514,2024-12-25 20:57:36.615514,3686.34,"{'per_incident': 37.6, 'annual': 47.0, 'lifetime': 94.0}"
POL_PH_000542_2,PH_000542,Auto,40.21,100,Active,2024-06-30 20:57:36.615514,2025-06-30 20:57:36.615514,4697.4,"{'per_incident': 32.17, 'annual': 40.21, 'lifetime': 80.42}"
POL_PH_000543_1,PH_000543,Health,109.52,100,Active,2025-06-16 20:57:36.615514,2026-06-16 20:57:36.615514,2219.55,"{'per_incident': 87.62, 'annual': 109.52, 'lifetime': 219.04}"
POL_PH_000543_2,PH_000543,Life,191.47,100,Active,2023-08-18 20:57:36.615514,2024-08-17 20:57:36.615514,2523.3,"{'per_incident': 153.18, 'annual': 191.47, 'lifetime': 382.94}"
POL_PH_000544_1,PH_000544,Home,120.68,100,Active,2023-02-07 20:57:36.615514,2024-02-07 20:57:36.615514,1823.86,"{'per_incident': 96.54, 'annual': 120.68, 'lifetime': 241.36}"
POL_PH_000545_1,PH_000545,Home,93.36,100,Active,2025-01-24 20:57:36.615514,2026-01-24 20:57:36.615514,3030.47,"{'per_incident': 74.69, 'annual': 93.36, 'lifetime': 186.72}"
POL_PH_000546_1,PH_000546,Disability,32.73,100,Active,2024-05-19 20:57:36.616516,2025-05-19 20:57:36.616516,3597.1,"{'per_incident': 26.18, 'annual': 32.73, 'lifetime': 65.46}"
POL_PH_000547_1,PH_000547,Auto,110.78,100,Active,2023-06-17 20:57:36.616516,2024-06-16 20:57:36.616516,4788.66,"{'per_incident': 88.62, 'annual': 110.78, 'lifetime': 221.56}"
POL_PH_000547_2,PH_000547,Disability,39.72,100,Active,2024-04-22 20:57:36.616516,2025-04-22 20:57:36.616516,699.25,"{'per_incident': 31.78, 'annual': 39.72, 'lifetime': 79.44}"
POL_PH_000548_1,PH_000548,Home,100.46,100,Active,2022-10-10 20:57:36.616516,2023-10-10 20:57:36.616516,2407.99,"{'per_incident': 80.37, 'annual': 100.46, 'lifetime': 200.92}"
POL_PH_000549_1,PH_000549,Disability,152.12,100,Active,2024-01-10 20:57:36.616516,2025-01-09 20:57:36.616516,4964.48,"{'per_incident': 121.7, 'annual': 152.12, 'lifetime': 304.24}"
POL_PH_000549_2,PH_000549,Home,153.12,100,Active,2025-05-17 20:57:36.616516,2026-05-17 20:57:36.616516,4385.94,"{'per_incident': 122.5, 'annual': 153.12, 'lifetime': 306.24}"
POL_PH_000550_1,PH_000550,Home,116.74,100,Active,2023-07-02 20:57:36.616516,2024-07-01 20:57:36.616516,4111.94,"{'per_incident': 93.39, 'annual': 116.74, 'lifetime': 233.48}"
POL_PH_000551_1,PH_000551,Life,92.36,100,Active,2023-06-20 20:57:36.616516,2024-06-19 20:57:36.616516,807.44,"{'per_incident': 73.89, 'annual': 92.36, 'lifetime': 184.72}"
POL_PH_000552_1,PH_000552,Auto,35.54,100,Active,2023-04-21 20:57:36.616516,2024-04-20 20:57:36.616516,464.4,"{'per_incident': 28.43, 'annual': 35.54, 'lifetime': 71.08}"
POL_PH_000552_2,PH_000552,Life,81.84,100,Active,2023-11-20 20:57:36.616516,2024-11-19 20:57:36.616516,3245.56,"{'per_incident': 65.47, 'annual': 81.84, 'lifetime': 163.68}"
POL_PH_000553_1,PH_000553,Home,88.74,100,Active,2025-05-03 20:57:36.617515,2026-05-03 20:57:36.617515,1798.78,"{'per_incident': 70.99, 'annual': 88.74, 'lifetime': 177.48}"
POL_PH_000553_2,PH_000553,Home,58.68,100,Active,2025-07-26 20:57:36.617515,2026-07-26 20:57:36.617515,2747.54,"{'per_incident': 46.94, 'annual': 58.68, 'lifetime': 117.36}"
POL_PH_000554_1,PH_000554,Life,18.2,100,Active,2024-03-25 20:57:36.617515,2025-03-25 20:57:36.617515,1980.21,"{'per_incident': 14.56, 'annual': 18.2, 'lifetime': 36.4}"
POL_PH_000555_1,PH_000555,Life,128.68,100,Inactive,2024-07-02 20:57:36.617515,2025-07-02 20:57:36.617515,3288.03,"{'per_incident': 102.94, 'annual': 128.68, 'lifetime': 257.36}"
POL_PH_000556_1,PH_000556,Health,73.69,100,Active,2023-02-26 20:57:36.617515,2024-02-26 20:57:36.617515,855.34,"{'per_incident': 58.95, 'annual': 73.69, 'lifetime': 147.38}"
POL_PH_000556_2,PH_000556,Auto,82.77,100,Inactive,2024-05-17 20:57:36.617515,2025-05-17 20:57:36.617515,2114.02,"{'per_incident': 66.22, 'annual': 82.77, 'lifetime': 165.54}"
POL_PH_000557_1,PH_000557,Auto,25.66,100,Active,2023-07-30 20:57:36.617515,2024-07-29 20:57:36.617515,2502.54,"{'per_incident': 20.53, 'annual': 25.66, 'lifetime': 51.32}"
POL_PH_000557_2,PH_000557,Disability,29.45,100,Active,2024-07-15 20:57:36.617515,2025-07-15 20:57:36.617515,329.28,"{'per_incident': 23.56, 'annual': 29.45, 'lifetime': 58.9}"
POL_PH_000558_1,PH_000558,Auto,109.59,100,Active,2024-07-21 20:57:36.617515,2025-07-21 20:57:36.617515,3237.07,"{'per_incident': 87.67, 'annual': 109.59, 'lifetime': 219.18}"
POL_PH_000559_1,PH_000559,Health,60.83,100,Active,2023-12-28 20:57:36.617515,2024-12-27 20:57:36.617515,1392.36,"{'per_incident': 48.66, 'annual': 60.83, 'lifetime': 121.66}"
POL_PH_000560_1,PH_000560,Disability,56.03,100,Active,2023-02-14 20:57:36.617515,2024-02-14 20:57:36.617515,4614.46,"{'per_incident': 44.82, 'annual': 56.03, 'lifetime': 112.06}"
POL_PH_000561_1,PH_000561,Life,23.73,100,Active,2024-08-23 20:57:36.617515,2025-08-23 20:57:36.617515,2584.69,"{'per_incident': 18.98, 'annual': 23.73, 'lifetime': 47.46}"
POL_PH_000562_1,PH_000562,Home,48.18,100,Active,2025-03-22 20:57:36.617515,2026-03-22 20:57:36.617515,2957.62,"{'per_incident': 38.54, 'annual': 48.18, 'lifetime': 96.36}"
POL_PH_000562_2,PH_000562,Health,41.27,100,Inactive,2024-08-04 20:57:36.618514,2025-08-04 20:57:36.618514,2601.54,"{'per_incident': 33.02, 'annual': 41.27, 'lifetime': 82.54}"
POL_PH_000563_1,PH_000563,Disability,332.94,100,Active,2024-08-31 20:57:36.618514,2025-08-31 20:57:36.618514,1376.46,"{'per_incident': 266.35, 'annual': 332.94, 'lifetime': 665.88}"
POL_PH_000563_2,PH_000563,Health,411.79,100,Inactive,2022-10-04 20:57:36.618514,2023-10-04 20:57:36.618514,3139.87,"{'per_incident': 329.43, 'annual': 411.79, 'lifetime': 823.58}"
POL_PH_000564_1,PH_000564,Health,105.54,100,Active,2024-12-20 20:57:36.618514,2025-12-20 20:57:36.618514,4515.95,"{'per_incident': 84.43, 'annual': 105.54, 'lifetime': 211.08}"
POL_PH_000565_1,PH_000565,Health,100.64,100,Active,2023-07-11 20:57:36.618514,2024-07-10 20:57:36.618514,780.47,"{'per_incident': 80.51, 'annual': 100.64, 'lifetime': 201.28}"
POL_PH_000566_1,PH_000566,Health,223.73,100,Active,2025-05-30 20:57:36.618514,2026-05-30 20:57:36.618514,772.78,"{'per_incident': 178.98, 'annual': 223.73, 'lifetime': 447.46}"
POL_PH_000566_2,PH_000566,Health,141.2,100,Active,2023-03-28 20:57:36.618514,2024-03-27 20:57:36.618514,2863.55,"{'per_incident': 112.96, 'annual': 141.2, 'lifetime': 282.4}"
POL_PH_000567_1,PH_000567,Life,95.22,100,Active,2024-01-28 20:57:36.618514,2025-01-27 20:57:36.618514,333.44,"{'per_incident': 76.18, 'annual': 95.22, 'lifetime': 190.44}"
POL_PH_000568_1,PH_000568,Disability,42.46,100,Active,2024-02-27 20:57:36.618514,2025-02-26 20:57:36.618514,3404.25,"{'per_incident': 33.97, 'annual': 42.46, 'lifetime': 84.92}"
POL_PH_000569_1,PH_000569,Auto,36.17,100,Active,2024-11-28 20:57:36.618514,2025-11-28 20:57:36.618514,3404.38,"{'per_incident': 28.94, 'annual': 36.17, 'lifetime': 72.34}"
POL_PH_000569_2,PH_000569,Life,48.01,100,Inactive,2024-09-26 20:57:36.618514,2025-09-26 20:57:36.618514,4512.88,"{'per_incident': 38.41, 'annual': 48.01, 'lifetime': 96.02}"
POL_PH_000570_1,PH_000570,Auto,50.89,100,Inactive,2024-03-17 20:57:36.618514,2025-03-17 20:57:36.618514,212.1,"{'per_incident': 40.71, 'annual': 50.89, 'lifetime': 101.78}"
POL_PH_000571_1,PH_000571,Health,97.4,100,Cancelled,2025-08-10 20:57:36.618514,2026-08-10 20:57:36.618514,1215.0,"{'per_incident': 77.92, 'annual': 97.4, 'lifetime': 194.8}"
POL_PH_000571_2,PH_000571,Auto,25.12,100,Active,2023-10-15 20:57:36.618514,2024-10-14 20:57:36.618514,3406.78,"{'per_incident': 20.1, 'annual': 25.12, 'lifetime': 50.24}"
POL_PH_000571_3,PH_000571,Health,107.37,100,Active,2023-01-09 20:57:36.618514,2024-01-09 20:57:36.618514,3580.56,"{'per_incident': 85.9, 'annual': 107.37, 'lifetime': 214.74}"
POL_PH_000572_1,PH_000572,Auto,47.97,100,Active,2024-10-08 20:57:36.619513,2025-10-08 20:57:36.619513,2540.2,"{'per_incident': 38.38, 'annual': 47.97, 'lifetime': 95.94}"
POL_PH_000572_2,PH_000572,Health,179.38,100,Active,2025-06-01 20:57:36.619513,2026-06-01 20:57:36.619513,2703.65,"{'per_incident': 143.5, 'annual': 179.38, 'lifetime': 358.76}"
POL_PH_000573_1,PH_000573,Health,147.47,100,Active,2024-10-11 20:57:36.619513,2025-10-11 20:57:36.619513,352.88,"{'per_incident': 117.98, 'annual': 147.47, 'lifetime': 294.94}"
POL_PH_000574_1,PH_000574,Health,101.87,100,Active,2023-10-31 20:57:36.619513,2024-10-30 20:57:36.619513,4555.19,"{'per_incident': 81.5, 'annual': 101.87, 'lifetime': 203.74}"
POL_PH_000575_1,PH_000575,Life,43.17,100,Active,2025-05-09 20:57:36.619513,2026-05-09 20:57:36.619513,4517.2,"{'per_incident': 34.54, 'annual': 43.17, 'lifetime': 86.34}"
POL_PH_000576_1,PH_000576,Health,208.39,100,Active,2023-12-14 20:57:36.619513,2024-12-13 20:57:36.619513,155.13,"{'per_incident': 166.71, 'annual': 208.39, 'lifetime': 416.78}"
POL_PH_000577_1,PH_000577,Home,52.6,100,Active,2022-11-21 20:57:36.619513,2023-11-21 20:57:36.619513,4754.2,"{'per_incident': 42.08, 'annual': 52.6, 'lifetime': 105.2}"
POL_PH_000578_1,PH_000578,Home,105.43,100,Active,2023-08-19 20:57:36.619513,2024-08-18 20:57:36.619513,1832.29,"{'per_incident': 84.34, 'annual': 105.43, 'lifetime': 210.86}"
POL_PH_000579_1,PH_000579,Auto,35.65,100,Active,2025-03-25 20:57:36.619513,2026-03-25 20:57:36.619513,4393.93,"{'per_incident': 28.52, 'annual': 35.65, 'lifetime': 71.3}"
POL_PH_000579_2,PH_000579,Health,29.38,100,Active,2023-11-10 20:57:36.619513,2024-11-09 20:57:36.619513,1798.25,"{'per_incident': 23.5, 'annual': 29.38, 'lifetime': 58.76}"
POL_PH_000580_1,PH_000580,Auto,67.33,100,Active,2024-05-28 20:57:36.620513,2025-05-28 20:57:36.620513,4701.38,"{'per_incident': 53.86, 'annual': 67.33, 'lifetime': 134.66}"
POL_PH_000581_1,PH_000581,Home,29.11,100,Active,2024-08-10 20:57:36.620513,2025-08-10 20:57:36.620513,1581.66,"{'per_incident': 23.29, 'annual': 29.11, 'lifetime': 58.22}"
POL_PH_000582_1,PH_000582,Life,80.52,100,Active,2025-04-04 20:57:36.620513,2026-04-04 20:57:36.620513,1408.98,"{'per_incident': 64.42, 'annual': 80.52, 'lifetime': 161.04}"
POL_PH_000582_2,PH_000582,Auto,48.54,100,Active,2022-10-22 20:57:36.620513,2023-10-22 20:57:36.620513,532.34,"{'per_incident': 38.83, 'annual': 48.54, 'lifetime': 97.08}"
POL_PH_000583_1,PH_000583,Home,176.7,100,Active,2024-09-29 20:57:36.620513,2025-09-29 20:57:36.620513,1382.07,"{'per_incident': 141.36, 'annual': 176.7, 'lifetime': 353.4}"
POL_PH_000584_1,PH_000584,Home,56.13,100,Active,2023-04-23 20:57:36.620513,2024-04-22 20:57:36.620513,1701.09,"{'per_incident': 44.9, 'annual': 56.13, 'lifetime': 112.26}"
POL_PH_000585_1,PH_000585,Auto,129.19,100,Inactive,2023-05-18 20:57:36.620513,2024-05-17 20:57:36.620513,174.79,"{'per_incident': 103.35, 'annual': 129.19, 'lifetime': 258.38}"
POL_PH_000586_1,PH_000586,Auto,63.09,100,Active,2025-02-14 20:57:36.620513,2026-02-14 20:57:36.620513,2274.33,"{'per_incident': 50.47, 'annual': 63.09, 'lifetime': 126.18}"
POL_PH_000586_2,PH_000586,Health,156.39,100,Active,2023-09-06 20:57:36.620513,2024-09-05 20:57:36.620513,3893.55,"{'per_incident': 125.11, 'annual': 156.39, 'lifetime': 312.78}"
POL_PH_000587_1,PH_000587,Auto,52.75,100,Active,2024-05-25 20:57:36.620513,2025-05-25 20:57:36.620513,4929.04,"{'per_incident': 42.2, 'annual': 52.75, 'lifetime': 105.5}"
POL_PH_000588_1,PH_000588,Auto,38.83,100,Active,2024-06-11 20:57:36.620513,2025-06-11 20:57:36.620513,1769.24,"{'per_incident': 31.06, 'annual': 38.83, 'lifetime': 77.66}"
POL_PH_000589_1,PH_000589,Home,48.66,100,Active,2023-10-12 20:57:36.620513,2024-10-11 20:57:36.620513,3891.39,"{'per_incident': 38.93, 'annual': 48.66, 'lifetime': 97.32}"
POL_PH_000589_2,PH_000589,Auto,35.16,100,Inactive,2023-10-13 20:57:36.620513,2024-10-12 20:57:36.620513,2934.19,"{'per_incident': 28.13, 'annual': 35.16, 'lifetime': 70.32}"
POL_PH_000589_3,PH_000589,Health,71.41,100,Inactive,2023-08-14 20:57:36.620513,2024-08-13 20:57:36.620513,2148.0,"{'per_incident': 57.13, 'annual': 71.41, 'lifetime': 142.82}"
POL_PH_000590_1,PH_000590,Home,176.55,100,Active,2023-12-29 20:57:36.620513,2024-12-28 20:57:36.620513,986.56,"{'per_incident': 141.24, 'annual': 176.55, 'lifetime': 353.1}"
POL_PH_000591_1,PH_000591,Health,44.46,100,Active,2024-05-31 20:57:36.620513,2025-05-31 20:57:36.620513,735.08,"{'per_incident': 35.57, 'annual': 44.46, 'lifetime': 88.92}"
POL_PH_000591_2,PH_000591,Health,24.91,100,Active,2022-12-23 20:57:36.621514,2023-12-23 20:57:36.621514,3973.51,"{'per_incident': 19.93, 'annual': 24.91, 'lifetime': 49.82}"
POL_PH_000592_1,PH_000592,Health,104.79,100,Inactive,2025-08-03 20:57:36.621514,2026-08-03 20:57:36.621514,2242.38,"{'per_incident': 83.83, 'annual': 104.79, 'lifetime': 209.58}"
POL_PH_000592_2,PH_000592,Disability,165.29,100,Inactive,2024-12-30 20:57:36.621514,2025-12-30 20:57:36.621514,3336.58,"{'per_incident': 132.23, 'annual': 165.29, 'lifetime': 330.58}"
POL_PH_000593_1,PH_000593,Home,309.87,100,Active,2023-09-13 20:57:36.621514,2024-09-12 20:57:36.621514,2055.99,"{'per_incident': 247.9, 'annual': 309.87, 'lifetime': 619.74}"
POL_PH_000594_1,PH_000594,Health,617.83,100,Inactive,2023-02-21 20:57:36.621514,2024-02-21 20:57:36.621514,674.38,"{'per_incident': 494.26, 'annual': 617.83, 'lifetime': 1235.66}"
POL_PH_000594_2,PH_000594,Auto,166.84,100,Active,2024-04-16 20:57:36.621514,2025-04-16 20:57:36.621514,415.19,"{'per_incident': 133.47, 'annual': 166.84, 'lifetime': 333.68}"
POL_PH_000595_1,PH_000595,Home,99.29,100,Active,2024-04-09 20:57:36.621514,2025-04-09 20:57:36.621514,207.13,"{'per_incident': 79.43, 'annual': 99.29, 'lifetime': 198.58}"
POL_PH_000596_1,PH_000596,Auto,200.07,100,Active,2025-06-01 20:57:36.621514,2026-06-01 20:57:36.621514,146.93,"{'per_incident': 160.06, 'annual': 200.07, 'lifetime': 400.14}"
POL_PH_000596_2,PH_000596,Health,200.15,100,Active,2023-11-03 20:57:36.621514,2024-11-02 20:57:36.621514,4272.13,"{'per_incident': 160.12, 'annual': 200.15, 'lifetime': 400.3}"
POL_PH_000596_3,PH_000596,Auto,100.52,100,Inactive,2023-07-02 20:57:36.621514,2024-07-01 20:57:36.621514,1348.76,"{'per_incident': 80.42, 'annual': 100.52, 'lifetime': 201.04}"
POL_PH_000597_1,PH_000597,Home,496.68,100,Active,2025-01-01 20:57:36.621514,2026-01-01 20:57:36.621514,1292.98,"{'per_incident': 397.34, 'annual': 496.68, 'lifetime': 993.36}"
POL_PH_000597_2,PH_000597,Health,358.38,100,Inactive,2023-06-23 20:57:36.621514,2024-06-22 20:57:36.621514,3720.64,"{'per_incident': 286.7, 'annual': 358.38, 'lifetime': 716.76}"
POL_PH_000597_3,PH_000597,Auto,684.07,100,Active,2024-03-14 20:57:36.621514,2025-03-14 20:57:36.621514,2382.45,"{'per_incident': 547.26, 'annual': 684.07, 'lifetime': 1368.14}"
POL_PH_000598_1,PH_000598,Home,81.37,100,Active,2024-01-20 20:57:36.621514,2025-01-19 20:57:36.621514,1419.65,"{'per_incident': 65.1, 'annual': 81.37, 'lifetime': 162.74}"
POL_PH_000599_1,PH_000599,Health,10.97,100,Active,2025-07-02 20:57:36.621514,2026-07-02 20:57:36.621514,3226.91,"{'per_incident': 8.78, 'annual': 10.97, 'lifetime': 21.94}"
POL_PH_000599_2,PH_000599,Home,58.22,100,Active,2022-09-28 20:57:36.621514,2023-09-28 20:57:36.621514,3531.03,"{'per_incident': 46.58, 'annual': 58.22, 'lifetime': 116.44}"
POL_PH_000599_3,PH_000599,Life,30.35,100,Active,2023-07-16 20:57:36.622520,2024-07-15 20:57:36.622520,2233.83,"{'per_incident': 24.28, 'annual': 30.35, 'lifetime': 60.7}"
