claim_id,policyholder_id,claim_type,claim_amount,severity,status,claim_date,description
CL_001005,PH_000588,Life,1248.51,Medium,Closed,2021-12-04 20:57:36.509601,Life claim - Medium severity
CL_001006,PH_000557,Health,349.46,Low,Denied,2023-08-04 20:57:36.509601,Health claim - Low severity
CL_001007,PH_000918,Health,98.49,Low,Closed,2023-07-04 20:57:36.509601,Health claim - Low severity
CL_001008,PH_000839,Health,466.69,Low,Closed,2023-10-14 20:57:36.509601,Health claim - Low severity
CL_001009,PH_000978,Auto,1176.42,Medium,Closed,2021-05-20 20:57:36.509601,Auto claim - Medium severity
CL_001010,PH_000824,Auto,406.33,Low,Under Review,2024-11-24 20:57:36.509601,Auto claim - Low severity
CL_001011,PH_000298,Health,571.69,Low,Closed,2025-06-25 20:57:36.509601,Health claim - Low severity
CL_001012,PH_000295,Disability,1781.18,Medium,Closed,2021-09-18 20:57:36.509601,Disability claim - Medium severity
CL_001013,PH_000081,Property,338.31,Low,Closed,2023-10-11 20:57:36.509601,Property claim - Low severity
CL_001014,PH_000947,Property,434.58,Low,Closed,2023-03-29 20:57:36.509601,Property claim - Low severity
CL_001015,PH_000672,Property,11845.71,Critical,Closed,2024-04-12 20:57:36.509601,Property claim - Critical severity
CL_001016,PH_000766,Auto,2181.01,High,Closed,2023-01-12 20:57:36.509601,Auto claim - High severity
CL_001017,PH_000220,Health,4268.1,High,Closed,2024-08-02 20:57:36.509601,Health claim - High severity
CL_001018,PH_000848,Life,999.29,Medium,Closed,2022-09-12 20:57:36.509601,Life claim - Medium severity
CL_001019,PH_000278,Auto,854.83,Medium,Closed,2022-07-26 20:57:36.509601,Auto claim - Medium severity
CL_001020,PH_000713,Auto,541.26,Low,Closed,2024-03-12 20:57:36.509601,Auto claim - Low severity
CL_001021,PH_000141,Disability,12519.34,Critical,Closed,2025-02-08 20:57:36.509601,Disability claim - Critical severity
CL_001022,PH_000631,Disability,1332.83,Medium,Closed,2021-07-25 20:57:36.509601,Disability claim - Medium severity
CL_001023,PH_000601,Auto,86.38,Low,Denied,2024-05-17 20:57:36.509601,Auto claim - Low severity
CL_001024,PH_000249,Property,444.4,Medium,Under Review,2025-06-08 20:57:36.509601,Property claim - Medium severity
CL_001025,PH_000686,Life,6575.61,Critical,Open,2022-09-28 20:57:36.509601,Life claim - Critical severity
CL_001026,PH_000232,Auto,304.59,Low,Denied,2022-02-21 20:57:36.509601,Auto claim - Low severity
CL_001027,PH_000239,Disability,910.25,Medium,Closed,2025-06-04 20:57:36.509601,Disability claim - Medium severity
CL_001028,PH_000103,Disability,308.35,Low,Closed,2023-05-27 20:57:36.509601,Disability claim - Low severity
CL_001029,PH_000339,Auto,419.73,Low,Closed,2021-09-11 20:57:36.509601,Auto claim - Low severity
CL_001030,PH_000484,Health,269.48,Low,Closed,2025-02-26 20:57:36.509601,Health claim - Low severity
CL_001031,PH_000698,Health,2096.07,High,Closed,2021-05-25 20:57:36.509601,Health claim - High severity
CL_001032,PH_000141,Auto,472.32,Low,Closed,2025-09-09 20:57:36.509601,Auto claim - Low severity
CL_001033,PH_000988,Life,1282.51,Medium,Closed,2022-08-19 20:57:36.509601,Life claim - Medium severity
CL_001034,PH_000952,Property,1588.05,Medium,Closed,2024-10-31 20:57:36.509601,Property claim - Medium severity
CL_001035,PH_000417,Health,5652.54,Critical,Closed,2022-01-21 20:57:36.509601,Health claim - Critical severity
CL_001036,PH_000958,Property,546.04,Low,Closed,2020-10-12 20:57:36.510600,Property claim - Low severity
CL_001037,PH_000900,Property,1586.5,Medium,Closed,2023-01-19 20:57:36.510600,Property claim - Medium severity
CL_001038,PH_000489,Auto,1151.05,High,Closed,2022-01-26 20:57:36.510600,Auto claim - High severity
CL_001039,PH_000205,Property,2278.83,High,Closed,2021-06-24 20:57:36.510600,Property claim - High severity
CL_001040,PH_000988,Health,304.73,Low,Closed,2024-02-09 20:57:36.510600,Health claim - Low severity
CL_001041,PH_000329,Auto,1487.58,Medium,Closed,2024-02-13 20:57:36.510600,Auto claim - Medium severity
CL_001042,PH_000662,Health,436.69,Low,Denied,2025-05-21 20:57:36.510600,Health claim - Low severity
CL_001043,PH_000930,Property,366.2,Medium,Open,2021-05-29 20:57:36.510600,Property claim - Medium severity
CL_001044,PH_000092,Auto,1391.24,Medium,Closed,2022-01-23 20:57:36.510600,Auto claim - Medium severity
CL_001045,PH_000588,Property,1690.76,Medium,Closed,2024-06-01 20:57:36.510600,Property claim - Medium severity
CL_001046,PH_000548,Health,774.22,Medium,Closed,2021-07-30 20:57:36.510600,Health claim - Medium severity
CL_001047,PH_000741,Auto,2133.36,High,Closed,2020-12-13 20:57:36.510600,Auto claim - High severity
CL_001048,PH_000960,Health,654.11,Low,Closed,2025-07-05 20:57:36.510600,Health claim - Low severity
CL_001049,PH_000936,Health,286.35,Low,Denied,2024-09-26 20:57:36.510600,Health claim - Low severity
CL_001050,PH_000428,Property,1087.75,Medium,Under Review,2020-10-09 20:57:36.510600,Property claim - Medium severity
CL_001051,PH_000858,Health,4790.24,Critical,Open,2024-09-24 20:57:36.510600,Health claim - Critical severity
CL_001052,PH_000957,Health,314.73,Low,Closed,2025-07-07 20:57:36.510600,Health claim - Low severity
CL_001053,PH_000857,Health,510.92,Medium,Closed,2023-06-29 20:57:36.510600,Health claim - Medium severity
CL_001054,PH_000807,Property,733.5,Medium,Under Review,2022-12-10 20:57:36.510600,Property claim - Medium severity
CL_001055,PH_000191,Auto,1654.36,Medium,Closed,2021-07-09 20:57:36.510600,Auto claim - Medium severity
CL_001056,PH_000986,Property,179.64,Low,Closed,2020-10-29 20:57:36.510600,Property claim - Low severity
CL_001057,PH_000949,Auto,9046.75,High,Under Review,2024-02-05 20:57:36.510600,Auto claim - High severity
CL_001058,PH_000898,Auto,391.03,Low,Under Review,2025-07-05 20:57:36.510600,Auto claim - Low severity
CL_001059,PH_000010,Property,396.03,Low,Closed,2024-01-17 20:57:36.511603,Property claim - Low severity
CL_001060,PH_000582,Life,1280.7,Medium,Closed,2022-05-04 20:57:36.511603,Life claim - Medium severity
CL_001061,PH_000110,Auto,449.23,Medium,Closed,2023-11-03 20:57:36.511603,Auto claim - Medium severity
CL_001062,PH_000292,Property,1772.66,High,Closed,2023-03-04 20:57:36.511603,Property claim - High severity
CL_001063,PH_000657,Property,1279.01,Low,Under Review,2022-09-03 20:57:36.511603,Property claim - Low severity
CL_001064,PH_000537,Auto,398.97,Medium,Open,2022-12-13 20:57:36.511603,Auto claim - Medium severity
CL_001065,PH_000911,Auto,4689.92,High,Closed,2024-12-19 20:57:36.511603,Auto claim - High severity
CL_001066,PH_000872,Auto,5388.57,High,Under Review,2022-11-22 20:57:36.511603,Auto claim - High severity
CL_001067,PH_000480,Life,426.47,Low,Closed,2024-03-10 20:57:36.511603,Life claim - Low severity
CL_001068,PH_000198,Life,487.2,Low,Closed,2021-03-08 20:57:36.511603,Life claim - Low severity
CL_001069,PH_000116,Property,959.49,Medium,Open,2023-11-12 20:57:36.511603,Property claim - Medium severity
CL_001070,PH_000167,Property,1136.18,Medium,Closed,2021-08-14 20:57:36.511603,Property claim - Medium severity
CL_001071,PH_000470,Property,3825.55,High,Denied,2022-01-31 20:57:36.511603,Property claim - High severity
CL_001072,PH_000264,Property,338.07,Medium,Closed,2021-09-09 20:57:36.511603,Property claim - Medium severity
CL_001073,PH_000191,Property,16843.46,Critical,Denied,2025-08-22 20:57:36.511603,Property claim - Critical severity
CL_001074,PH_000755,Property,358.02,Low,Closed,2023-10-30 20:57:36.511603,Property claim - Low severity
CL_001075,PH_000810,Auto,426.8,Low,Closed,2024-01-24 20:57:36.511603,Auto claim - Low severity
CL_001076,PH_000582,Auto,1852.05,Medium,Closed,2021-12-08 20:57:36.511603,Auto claim - Medium severity
CL_001077,PH_000776,Life,7305.05,Critical,Open,2024-08-20 20:57:36.511603,Life claim - Critical severity
CL_001078,PH_000180,Auto,405.22,Low,Closed,2022-04-17 20:57:36.511603,Auto claim - Low severity
CL_001079,PH_000877,Auto,591.16,Low,Closed,2022-02-19 20:57:36.511603,Auto claim - Low severity
CL_001080,PH_000919,Health,503.74,Low,Closed,2023-06-12 20:57:36.511603,Health claim - Low severity
CL_001081,PH_000847,Health,576.98,Medium,Open,2023-04-28 20:57:36.511603,Health claim - Medium severity
CL_001082,PH_000528,Auto,112.07,Low,Closed,2023-11-18 20:57:36.511603,Auto claim - Low severity
CL_001083,PH_000089,Health,262.51,Low,Under Review,2023-06-22 20:57:36.511603,Health claim - Low severity
CL_001084,PH_000686,Auto,530.47,Low,Closed,2025-03-08 20:57:36.511603,Auto claim - Low severity
CL_001085,PH_000190,Property,1289.25,Medium,Closed,2024-12-06 20:57:36.511603,Property claim - Medium severity
CL_001086,PH_000489,Property,340.12,Low,Denied,2023-11-27 20:57:36.511603,Property claim - Low severity
CL_001087,PH_000959,Auto,946.02,Medium,Closed,2024-04-29 20:57:36.511603,Auto claim - Medium severity
CL_001088,PH_000007,Disability,491.5,Low,Closed,2024-04-03 20:57:36.511603,Disability claim - Low severity
CL_001089,PH_000393,Auto,1932.78,High,Closed,2024-05-25 20:57:36.511603,Auto claim - High severity
CL_001090,PH_000458,Property,1123.1,Medium,Closed,2021-06-29 20:57:36.511603,Property claim - Medium severity
CL_001091,PH_000274,Property,1244.63,Medium,Closed,2023-11-14 20:57:36.511603,Property claim - Medium severity
CL_001092,PH_000310,Health,678.49,Medium,Closed,2022-06-15 20:57:36.511603,Health claim - Medium severity
CL_001093,PH_000741,Auto,355.25,Low,Closed,2022-07-04 20:57:36.512600,Auto claim - Low severity
CL_001094,PH_000012,Health,1333.63,Medium,Closed,2024-04-02 20:57:36.512600,Health claim - Medium severity
CL_001095,PH_000670,Property,14099.74,Critical,Closed,2023-09-14 20:57:36.512600,Property claim - Critical severity
CL_001096,PH_000710,Auto,227.43,Low,Closed,2024-05-24 20:57:36.512600,Auto claim - Low severity
CL_001097,PH_000064,Auto,2664.79,High,Closed,2021-12-22 20:57:36.512600,Auto claim - High severity
CL_001098,PH_000122,Property,220.21,Low,Closed,2023-02-09 20:57:36.512600,Property claim - Low severity
CL_001099,PH_000315,Health,216.66,Low,Closed,2024-10-27 20:57:36.512600,Health claim - Low severity
CL_001100,PH_000416,Health,299.75,Low,Closed,2021-11-14 20:57:36.512600,Health claim - Low severity
CL_001101,PH_000515,Property,339.85,Low,Closed,2020-09-27 20:57:36.512600,Property claim - Low severity
CL_001102,PH_000721,Auto,1888.11,Medium,Closed,2021-05-27 20:57:36.512600,Auto claim - Medium severity
CL_001103,PH_000319,Auto,905.3,Medium,Closed,2021-11-06 20:57:36.512600,Auto claim - Medium severity
CL_001104,PH_000121,Auto,8789.41,Critical,Closed,2022-02-19 20:57:36.512600,Auto claim - Critical severity
CL_001105,PH_000939,Property,272.75,Low,Closed,2024-01-24 20:57:36.512600,Property claim - Low severity
CL_001106,PH_000377,Auto,3751.88,High,Open,2022-04-10 20:57:36.512600,Auto claim - High severity
CL_001107,PH_000227,Property,764.45,Medium,Under Review,2024-06-28 20:57:36.512600,Property claim - Medium severity
CL_001108,PH_000981,Property,240.46,Low,Closed,2024-12-20 20:57:36.512600,Property claim - Low severity
CL_001109,PH_000490,Auto,250.86,Low,Denied,2024-11-10 20:57:36.512600,Auto claim - Low severity
CL_001110,PH_000466,Auto,1832.13,High,Closed,2021-07-11 20:57:36.512600,Auto claim - High severity
CL_001111,PH_000621,Auto,801.41,Low,Open,2023-08-16 20:57:36.512600,Auto claim - Low severity
CL_001112,PH_000426,Property,813.59,Low,Open,2021-10-13 20:57:36.512600,Property claim - Low severity
CL_001113,PH_000563,Disability,136.93,Low,Closed,2023-01-29 20:57:36.512600,Disability claim - Low severity
CL_001114,PH_000776,Disability,1054.28,Medium,Closed,2022-09-15 20:57:36.512600,Disability claim - Medium severity
CL_001115,PH_000822,Property,866.98,Medium,Closed,2021-12-29 20:57:36.512600,Property claim - Medium severity
CL_001116,PH_000846,Property,654.52,Low,Closed,2024-06-29 20:57:36.512600,Property claim - Low severity
CL_001117,PH_000781,Property,633.05,Low,Closed,2024-05-01 20:57:36.512600,Property claim - Low severity
CL_001118,PH_000697,Property,856.88,Low,Closed,2021-06-27 20:57:36.512600,Property claim - Low severity
CL_001119,PH_000611,Life,711.48,Medium,Open,2020-10-27 20:57:36.512600,Life claim - Medium severity
CL_001120,PH_000807,Auto,2746.76,High,Closed,2025-04-05 20:57:36.512600,Auto claim - High severity
CL_001121,PH_000539,Property,579.05,Low,Closed,2023-03-20 20:57:36.512600,Property claim - Low severity
CL_001122,PH_000541,Health,422.65,Low,Closed,2021-10-09 20:57:36.513604,Health claim - Low severity
CL_001123,PH_000371,Auto,684.76,Low,Closed,2025-04-13 20:57:36.513604,Auto claim - Low severity
CL_001124,PH_000940,Auto,3889.08,High,Denied,2022-07-22 20:57:36.513604,Auto claim - High severity
CL_001125,PH_000115,Property,740.65,Low,Closed,2025-05-16 20:57:36.513604,Property claim - Low severity
CL_001126,PH_000849,Property,625.66,Low,Closed,2022-08-25 20:57:36.513604,Property claim - Low severity
CL_001127,PH_000925,Life,1003.26,Medium,Closed,2022-11-19 20:57:36.513604,Life claim - Medium severity
CL_001128,PH_000208,Health,2248.05,High,Closed,2022-07-05 20:57:36.513604,Health claim - High severity
CL_001129,PH_000550,Property,207.64,Low,Closed,2024-11-17 20:57:36.513604,Property claim - Low severity
CL_001130,PH_000169,Auto,743.31,Medium,Denied,2023-11-18 20:57:36.513604,Auto claim - Medium severity
CL_001131,PH_000875,Health,576.98,Low,Closed,2022-10-20 20:57:36.513604,Health claim - Low severity
CL_001132,PH_000453,Property,1902.38,Medium,Closed,2025-01-24 20:57:36.513604,Property claim - Medium severity
CL_001133,PH_000697,Property,1489.51,Medium,Closed,2024-07-26 20:57:36.513604,Property claim - Medium severity
CL_001134,PH_000735,Auto,1532.63,Medium,Denied,2022-06-13 20:57:36.513604,Auto claim - Medium severity
CL_001135,PH_000501,Auto,168.51,Low,Closed,2025-03-17 20:57:36.513604,Auto claim - Low severity
CL_001136,PH_000921,Health,6200.18,High,Closed,2022-11-09 20:57:36.513604,Health claim - High severity
CL_001137,PH_000457,Health,14978.39,Critical,Closed,2021-03-08 20:57:36.513604,Health claim - Critical severity
CL_001138,PH_000057,Life,630.0,Low,Closed,2023-03-06 20:57:36.513604,Life claim - Low severity
CL_001139,PH_000136,Auto,1761.48,Medium,Open,2022-11-03 20:57:36.513604,Auto claim - Medium severity
CL_001140,PH_000426,Life,5409.97,High,Under Review,2023-02-27 20:57:36.513604,Life claim - High severity
CL_001141,PH_000578,Health,3227.11,High,Closed,2025-05-24 20:57:36.513604,Health claim - High severity
CL_001142,PH_000573,Property,680.14,Medium,Closed,2023-02-16 20:57:36.513604,Property claim - Medium severity
CL_001143,PH_000689,Disability,707.21,Medium,Open,2021-03-12 20:57:36.513604,Disability claim - Medium severity
CL_001144,PH_000316,Disability,236.66,Low,Closed,2021-08-30 20:57:36.513604,Disability claim - Low severity
CL_001145,PH_000023,Auto,225.93,Low,Open,2023-07-02 20:57:36.513604,Auto claim - Low severity
CL_001146,PH_000261,Property,371.87,Low,Denied,2021-02-20 20:57:36.513604,Property claim - Low severity
CL_001147,PH_000004,Life,6395.87,Critical,Closed,2021-07-15 20:57:36.513604,Life claim - Critical severity
CL_001148,PH_000224,Disability,395.57,Low,Closed,2022-06-23 20:57:36.513604,Disability claim - Low severity
CL_001149,PH_000075,Auto,979.47,Medium,Closed,2025-06-19 20:57:36.513604,Auto claim - Medium severity
CL_001150,PH_000434,Auto,822.8,Low,Closed,2023-10-15 20:57:36.513604,Auto claim - Low severity
CL_001151,PH_000718,Health,2117.67,High,Closed,2025-05-12 20:57:36.514604,Health claim - High severity
CL_001152,PH_000555,Auto,565.95,Low,Closed,2025-05-19 20:57:36.514604,Auto claim - Low severity
CL_001153,PH_000958,Health,412.22,Low,Closed,2025-05-01 20:57:36.514604,Health claim - Low severity
CL_001154,PH_000957,Life,359.77,Low,Closed,2023-01-27 20:57:36.514604,Life claim - Low severity
CL_001155,PH_000033,Life,296.89,Low,Closed,2024-02-10 20:57:36.514604,Life claim - Low severity
CL_001156,PH_000419,Auto,1299.78,Medium,Closed,2024-09-16 20:57:36.514604,Auto claim - Medium severity
CL_001157,PH_000788,Life,959.09,Medium,Closed,2024-12-16 20:57:36.514604,Life claim - Medium severity
CL_001158,PH_000785,Health,978.96,Low,Open,2022-02-14 20:57:36.514604,Health claim - Low severity
CL_001159,PH_000747,Auto,627.3,Medium,Closed,2022-02-05 20:57:36.514604,Auto claim - Medium severity
CL_001160,PH_000987,Property,1535.31,Medium,Closed,2023-05-13 20:57:36.514604,Property claim - Medium severity
CL_001161,PH_000384,Health,470.93,Low,Closed,2023-07-29 20:57:36.514604,Health claim - Low severity
CL_001162,PH_000460,Auto,1090.67,Medium,Closed,2020-11-04 20:57:36.514604,Auto claim - Medium severity
CL_001163,PH_000940,Auto,922.99,Medium,Denied,2023-08-08 20:57:36.514604,Auto claim - Medium severity
CL_001164,PH_000385,Auto,680.84,Low,Closed,2025-04-08 20:57:36.514604,Auto claim - Low severity
CL_001165,PH_000700,Auto,3281.19,High,Open,2022-01-03 20:57:36.514604,Auto claim - High severity
CL_001166,PH_000896,Property,994.39,Low,Closed,2022-09-11 20:57:36.514604,Property claim - Low severity
CL_001167,PH_000137,Auto,393.13,Low,Open,2022-01-20 20:57:36.514604,Auto claim - Low severity
CL_001168,PH_000881,Disability,5565.24,High,Closed,2023-10-08 20:57:36.514604,Disability claim - High severity
CL_001169,PH_000122,Auto,10375.98,Critical,Closed,2024-09-19 20:57:36.514604,Auto claim - Critical severity
CL_001170,PH_000551,Life,415.1,Low,Closed,2023-07-08 20:57:36.514604,Life claim - Low severity
CL_001171,PH_000542,Auto,1941.88,High,Closed,2025-01-02 20:57:36.514604,Auto claim - High severity
CL_001172,PH_000746,Health,716.63,Medium,Closed,2024-06-20 20:57:36.514604,Health claim - Medium severity
CL_001173,PH_000855,Auto,2353.28,Medium,Closed,2025-09-12 20:57:36.514604,Auto claim - Medium severity
CL_001174,PH_000775,Disability,581.79,Medium,Closed,2025-08-04 20:57:36.514604,Disability claim - Medium severity
CL_001175,PH_000306,Health,1106.03,Medium,Under Review,2023-02-14 20:57:36.514604,Health claim - Medium severity
CL_001176,PH_000690,Auto,459.68,Low,Closed,2021-09-08 20:57:36.514604,Auto claim - Low severity
CL_001177,PH_000558,Auto,271.7,Low,Under Review,2023-05-05 20:57:36.514604,Auto claim - Low severity
CL_001178,PH_000545,Auto,501.8,Low,Under Review,2023-08-05 20:57:36.514604,Auto claim - Low severity
CL_001179,PH_000844,Auto,15795.39,Critical,Open,2024-06-06 20:57:36.514604,Auto claim - Critical severity
CL_001180,PH_000254,Auto,17990.77,Critical,Open,2023-02-19 20:57:36.514604,Auto claim - Critical severity
CL_001181,PH_000355,Health,515.79,Medium,Closed,2024-11-06 20:57:36.515603,Health claim - Medium severity
CL_001182,PH_000283,Auto,2194.71,High,Open,2024-08-29 20:57:36.515603,Auto claim - High severity
CL_001183,PH_000960,Life,3866.44,High,Under Review,2020-10-23 20:57:36.515603,Life claim - High severity
CL_001184,PH_000743,Disability,3881.9,High,Under Review,2021-06-05 20:57:36.515603,Disability claim - High severity
CL_001185,PH_000116,Property,920.2,Low,Closed,2025-07-16 20:57:36.515603,Property claim - Low severity
CL_001186,PH_000829,Auto,594.41,Low,Closed,2022-01-06 20:57:36.515603,Auto claim - Low severity
CL_001187,PH_000430,Property,281.1,Low,Closed,2022-04-09 20:57:36.515603,Property claim - Low severity
CL_001188,PH_000785,Property,1060.48,Low,Closed,2020-10-06 20:57:36.515603,Property claim - Low severity
CL_001189,PH_000911,Property,456.54,Low,Closed,2025-08-18 20:57:36.515603,Property claim - Low severity
CL_001190,PH_000247,Health,720.75,Medium,Denied,2024-07-24 20:57:36.515603,Health claim - Medium severity
CL_001191,PH_000069,Property,437.49,Low,Closed,2025-02-25 20:57:36.515603,Property claim - Low severity
CL_001192,PH_000609,Property,455.94,Low,Closed,2025-07-13 20:57:36.515603,Property claim - Low severity
CL_001193,PH_000458,Health,1216.85,Low,Under Review,2022-05-14 20:57:36.515603,Health claim - Low severity
CL_001194,PH_000689,Auto,489.81,Low,Closed,2021-10-10 20:57:36.515603,Auto claim - Low severity
CL_001195,PH_000894,Property,3348.18,Medium,Closed,2025-06-12 20:57:36.515603,Property claim - Medium severity
CL_001196,PH_000251,Property,1490.12,High,Closed,2021-07-26 20:57:36.515603,Property claim - High severity
CL_001197,PH_000046,Auto,543.57,Low,Closed,2023-06-19 20:57:36.515603,Auto claim - Low severity
CL_001198,PH_000450,Auto,1160.9,Medium,Closed,2024-05-28 20:57:36.515603,Auto claim - Medium severity
CL_001199,PH_000553,Health,691.69,Medium,Closed,2024-07-02 20:57:36.515603,Health claim - Medium severity
CL_001200,PH_000773,Health,707.97,Low,Closed,2020-11-16 20:57:36.515603,Health claim - Low severity
CL_001201,PH_000795,Auto,8907.66,Critical,Closed,2025-05-27 20:57:36.515603,Auto claim - Critical severity
CL_001202,PH_000144,Property,247.56,Low,Closed,2022-11-23 20:57:36.515603,Property claim - Low severity
CL_001203,PH_000297,Health,699.29,Medium,Closed,2024-05-28 20:57:36.515603,Health claim - Medium severity
CL_001204,PH_000836,Health,1031.07,Medium,Closed,2021-08-13 20:57:36.515603,Health claim - Medium severity
CL_001205,PH_000590,Auto,4765.73,High,Closed,2023-12-06 20:57:36.515603,Auto claim - High severity
CL_001206,PH_000592,Auto,290.39,Low,Under Review,2022-05-14 20:57:36.515603,Auto claim - Low severity
CL_001207,PH_000792,Auto,236.19,Low,Closed,2021-12-12 20:57:36.515603,Auto claim - Low severity
CL_001208,PH_000839,Property,688.13,Low,Closed,2023-12-03 20:57:36.515603,Property claim - Low severity
CL_001209,PH_000243,Property,524.57,Low,Closed,2024-01-10 20:57:36.515603,Property claim - Low severity
CL_001210,PH_000898,Auto,3034.93,Medium,Closed,2024-11-30 20:57:36.515603,Auto claim - Medium severity
CL_001211,PH_000677,Auto,356.07,Low,Closed,2022-10-18 20:57:36.515603,Auto claim - Low severity
CL_001212,PH_000227,Property,1056.36,Medium,Denied,2023-05-27 20:57:36.516601,Property claim - Medium severity
CL_001213,PH_000308,Property,395.86,Low,Closed,2024-03-05 20:57:36.516601,Property claim - Low severity
CL_001214,PH_000063,Health,568.05,Low,Closed,2022-08-06 20:57:36.516601,Health claim - Low severity
CL_001215,PH_000972,Property,4805.6,Critical,Closed,2022-05-27 20:57:36.516601,Property claim - Critical severity
CL_001216,PH_000901,Disability,9098.37,Critical,Denied,2021-08-06 20:57:36.516601,Disability claim - Critical severity
CL_001217,PH_000934,Auto,1500.67,Medium,Closed,2024-09-26 20:57:36.516601,Auto claim - Medium severity
CL_001218,PH_000642,Auto,473.04,Low,Closed,2021-11-29 20:57:36.516601,Auto claim - Low severity
CL_001219,PH_000438,Property,2959.02,Medium,Denied,2022-08-08 20:57:36.516601,Property claim - Medium severity
CL_001220,PH_000508,Auto,276.09,Low,Closed,2025-06-15 20:57:36.516601,Auto claim - Low severity
CL_001221,PH_000996,Auto,684.04,Low,Denied,2023-10-15 20:57:36.516601,Auto claim - Low severity
CL_001222,PH_000965,Health,7389.96,Critical,Closed,2022-02-10 20:57:36.516601,Health claim - Critical severity
CL_001223,PH_000688,Health,4919.37,High,Closed,2023-08-01 20:57:36.516601,Health claim - High severity
CL_001224,PH_000805,Auto,5414.78,High,Under Review,2022-10-11 20:57:36.516601,Auto claim - High severity
CL_001225,PH_000327,Auto,3094.29,High,Closed,2021-10-24 20:57:36.516601,Auto claim - High severity
CL_001226,PH_000427,Auto,775.34,Medium,Closed,2023-06-06 20:57:36.516601,Auto claim - Medium severity
CL_001227,PH_000153,Auto,159.05,Low,Closed,2024-01-14 20:57:36.516601,Auto claim - Low severity
CL_001228,PH_000386,Auto,1921.18,Medium,Closed,2024-09-08 20:57:36.516601,Auto claim - Medium severity
CL_001229,PH_000773,Auto,786.72,Medium,Closed,2022-09-14 20:57:36.516601,Auto claim - Medium severity
CL_001230,PH_000485,Auto,520.69,Low,Under Review,2024-05-14 20:57:36.516601,Auto claim - Low severity
CL_001231,PH_000870,Disability,805.7,Low,Closed,2024-06-15 20:57:36.516601,Disability claim - Low severity
CL_001232,PH_000308,Life,2607.04,High,Closed,2020-11-28 20:57:36.516601,Life claim - High severity
CL_001233,PH_000725,Auto,2742.38,High,Closed,2024-11-28 20:57:36.516601,Auto claim - High severity
CL_001234,PH_000826,Auto,343.61,Low,Denied,2023-02-14 20:57:36.516601,Auto claim - Low severity
CL_001235,PH_000937,Health,1432.58,Medium,Denied,2025-05-24 20:57:36.516601,Health claim - Medium severity
CL_001236,PH_000576,Property,426.75,Low,Closed,2023-05-28 20:57:36.516601,Property claim - Low severity
CL_001237,PH_000992,Life,9669.16,Critical,Closed,2023-05-20 20:57:36.516601,Life claim - Critical severity
CL_001238,PH_000571,Property,10150.9,Critical,Under Review,2022-09-30 20:57:36.516601,Property claim - Critical severity
CL_001239,PH_000138,Auto,536.81,Low,Closed,2023-07-17 20:57:36.516601,Auto claim - Low severity
CL_001240,PH_000249,Health,331.93,Low,Open,2024-04-15 20:57:36.516601,Health claim - Low severity
CL_001241,PH_000209,Life,1433.17,High,Denied,2023-11-13 20:57:36.516601,Life claim - High severity
CL_001242,PH_000663,Health,420.26,Low,Closed,2025-04-11 20:57:36.516601,Health claim - Low severity
CL_001243,PH_000945,Property,590.47,Medium,Closed,2023-03-13 20:57:36.516601,Property claim - Medium severity
CL_001244,PH_000868,Property,609.02,Low,Closed,2023-08-22 20:57:36.517601,Property claim - Low severity
CL_001245,PH_000095,Health,1146.43,Medium,Under Review,2022-09-19 20:57:36.517601,Health claim - Medium severity
CL_001246,PH_000742,Property,1027.52,Medium,Under Review,2021-01-25 20:57:36.517601,Property claim - Medium severity
CL_001247,PH_000196,Property,350.73,Low,Closed,2025-06-06 20:57:36.517601,Property claim - Low severity
CL_001248,PH_000275,Property,206.64,Low,Closed,2023-08-09 20:57:36.517601,Property claim - Low severity
CL_001249,PH_000690,Auto,1258.34,Medium,Closed,2022-04-30 20:57:36.517601,Auto claim - Medium severity
CL_001250,PH_000618,Auto,384.48,Low,Closed,2025-07-01 20:57:36.517601,Auto claim - Low severity
CL_001251,PH_000895,Disability,471.45,Low,Closed,2025-04-23 20:57:36.517601,Disability claim - Low severity
CL_001252,PH_000193,Health,489.39,Low,Closed,2021-03-17 20:57:36.517601,Health claim - Low severity
CL_001253,PH_000780,Property,197.18,Low,Closed,2022-06-04 20:57:36.517601,Property claim - Low severity
CL_001254,PH_000742,Health,473.38,Low,Open,2021-12-14 20:57:36.517601,Health claim - Low severity
CL_001255,PH_000573,Life,5533.5,High,Denied,2024-07-02 20:57:36.517601,Life claim - High severity
CL_001256,PH_000491,Auto,360.63,Low,Open,2024-07-19 20:57:36.517601,Auto claim - Low severity
CL_001257,PH_000891,Auto,748.68,Low,Open,2023-11-08 20:57:36.517601,Auto claim - Low severity
CL_001258,PH_000311,Auto,891.34,Medium,Closed,2025-08-19 20:57:36.517601,Auto claim - Medium severity
CL_001259,PH_000217,Health,992.97,Medium,Closed,2024-08-26 20:57:36.517601,Health claim - Medium severity
CL_001260,PH_000986,Life,1434.49,Medium,Closed,2021-07-24 20:57:36.517601,Life claim - Medium severity
CL_001261,PH_000121,Auto,422.88,Low,Closed,2021-07-13 20:57:36.517601,Auto claim - Low severity
CL_001262,PH_000773,Property,1163.5,Medium,Closed,2023-01-13 20:57:36.517601,Property claim - Medium severity
CL_001263,PH_000937,Property,329.56,Low,Closed,2024-05-11 20:57:36.517601,Property claim - Low severity
